adcode,level,name,en_name,country_adcode,country_name,country_en_name
659000000,1,圣基茨和尼维斯,ST. Kitts And Nevis,659000000,圣基茨和尼维斯,ST. Kitts And Nevis
659010000,2,圣基茨,SAINT KITTS,659000000,圣基茨和尼维斯,ST. Kitts And Nevis
659020000,2,尼维斯,NEVIS,659000000,圣基茨和尼维斯,ST. Kitts And Nevis
499000000,1,黑山,Montenegro,499000000,黑山,Montenegro
499200000,2,科拉欣,KOLASIN,499000000,黑山,Montenegro
499210000,2,普卢日内,PLUZINE,499000000,黑山,Montenegro
499100000,2,贝拉内,BERANE,499000000,黑山,Montenegro
499020000,2,达尼洛夫格勒,DANILOVGRAD,499000000,黑山,Montenegro
499130000,2,安德里耶维察,ANDRIJEVICA,499000000,黑山,Montenegro
499140000,2,蒂瓦特,TIVAT,499000000,黑山,Montenegro
499030000,2,沙夫尼克,SAVNIK,499000000,黑山,Montenegro
499220000,2,古西涅,GUSINJE,499000000,黑山,Montenegro
499110000,2,佩特尼察,PETNJICA,499000000,黑山,Montenegro
499230000,2,普列夫利亚,PLJEVLJA,499000000,黑山,Montenegro
499010000,2,采蒂涅,CETINJE,499000000,黑山,Montenegro
499120000,2,扎布利亚克,ZABLJAK,499000000,黑山,Montenegro
499060000,2,科托尔,KOTOR,499000000,黑山,Montenegro
499170000,2,布德瓦,BUDVA,499000000,黑山,Montenegro
499180000,2,新海尔采格,HERCEG NOVI,499000000,黑山,Montenegro
499070000,2,罗扎伊,ROZAJE,499000000,黑山,Montenegro
499040000,2,巴尔,BAR,499000000,黑山,Montenegro
499150000,2,比耶洛波列,BIJELO POLJE,499000000,黑山,Montenegro
499050000,2,尼克希奇,NIKSIC,499000000,黑山,Montenegro
499160000,2,莫伊科瓦茨,MOJKOVAC,499000000,黑山,Montenegro
499190000,2,普拉夫,PLAV,499000000,黑山,Montenegro
499080000,2,乌尔齐尼,ULCINJ,499000000,黑山,Montenegro
499090000,2,波德戈里察,PODGORICA,499000000,黑山,Montenegro
638000000,1,留尼汪(法),Reunion(FR.),638000000,留尼汪(法),Reunion(FR.)
638010000,2,留尼汪,Réunion,638000000,留尼汪(法),Reunion(FR.)
064000000,1,不丹,Bhutan,064000000,不丹,Bhutan
064200000,2,蒙加尔宗,Mongar District,064000000,不丹,Bhutan
64210000,2,佩马加策尔宗,Pemagatshel District,064000000,不丹,Bhutan
064100000,2,帕罗宗,Paro District,064000000,不丹,Bhutan
064110000,2,哈阿宗,Haa District,064000000,不丹,Bhutan
064120000,2,萨姆奇宗,Samtse District,064000000,不丹,Bhutan
064170000,2,通萨宗,Trongsa District,064000000,不丹,Bhutan
064060000,2,布姆唐宗,Bumthang District,064000000,不丹,Bhutan
064180000,2,萨尔邦宗,Sarpang District,064000000,不丹,Bhutan
064070000,2,旺杜波德朗宗,Wangdue Phodrang District,064000000,不丹,Bhutan
064190000,2,谢姆冈宗,Zhemgang District,064000000,不丹,Bhutan
064080000,2,加萨宗,Gasa District,064000000,不丹,Bhutan
064090000,2,廷布宗,Thimphu District,064000000,不丹,Bhutan
064130000,2,普那卡宗,Punakha District,064000000,不丹,Bhutan
064020000,2,萨姆德鲁琼卡尔宗,Samdrup Jongkhar District,064000000,不丹,Bhutan
064140000,2,楚卡宗,Chukha District,064000000,不丹,Bhutan
064030000,2,塔希冈宗,Trashigang District,064000000,不丹,Bhutan
064150000,2,达加纳宗,Dagana District,064000000,不丹,Bhutan
064040000,2,塔希央奇宗,Trashiyangtse District,064000000,不丹,Bhutan
064160000,2,奇朗宗,Tsirang District,064000000,不丹,Bhutan
064050000,2,伦奇宗,Lhuntse District,064000000,不丹,Bhutan
586000000,1,巴基斯坦,Pakistan,586000000,巴基斯坦,Pakistan
586060000,2,信德省,Sindh,586000000,巴基斯坦,Pakistan
586050000,2,旁遮普省,Punjab,586000000,巴基斯坦,Pakistan
586020000,2,伊斯兰堡,Islamabad,586000000,巴基斯坦,Pakistan
586040000,2,开伯尔-普什图省,Khyber Pakhtunkhwa,586000000,巴基斯坦,Pakistan
586030000,2,俾路支省,Balochistan,586000000,巴基斯坦,Pakistan
384000000,1,科特迪瓦,Cote D'ivoire,384000000,科特迪瓦,Cote D'ivoire
384100000,2,邦达马河谷,Vallée du Bandama,384000000,科特迪瓦,Cote D'ivoire
384110000,2,湖泊区,Lacs,384000000,科特迪瓦,Cote D'ivoire
384120000,2,萨瓦内,Savane,384000000,科特迪瓦,Cote D'ivoire
384010000,2,阿比让,Abidjan,384000000,科特迪瓦,Cote D'ivoire
384020000,2,泻湖区,Lagunes,384000000,科特迪瓦,Cote D'ivoire
384130000,2,亚穆苏克罗,YAMOUSSOUKRO,384000000,科特迪瓦,Cote D'ivoire
384030000,2,萨桑德拉-马拉韦,Sassandra-Marahoué,384000000,科特迪瓦,Cote D'ivoire
384140000,2,登盖莱,Denguélé,384000000,科特迪瓦,Cote D'ivoire
384040000,2,戈吉布阿,Gôh-Djiboua,384000000,科特迪瓦,Cote D'ivoire
384050000,2,沃罗巴,Woroba,384000000,科特迪瓦,Cote D'ivoire
384060000,2,山地区,Montagne,384000000,科特迪瓦,Cote D'ivoire
384070000,2,赞赞,Zanzan,384000000,科特迪瓦,Cote D'ivoire
384080000,2,科莫埃,Comoé,384000000,科特迪瓦,Cote D'ivoire
384090000,2,下萨桑德拉,Bas-Sassandra,384000000,科特迪瓦,Cote D'ivoire
670000000,1,圣文森特和格林纳丁斯,ST. Vincent And The Grenadines,670000000,圣文森特和格林纳丁斯,ST. Vincent And The Grenadines
670020000,2,圣文森特岛,SAINT VINCENT,670000000,圣文森特和格林纳丁斯,ST. Vincent And The Grenadines
670010000,2,格林纳丁斯群岛,GRENADINES,670000000,圣文森特和格林纳丁斯,ST. Vincent And The Grenadines
466000000,1,马里,Mali,466000000,马里,Mali
466050000,2,卡伊,KAYES,466000000,马里,Mali
466040000,2,库利科罗,KOULIKORO,466000000,马里,Mali
466070000,2,塞古,SÉGOU,466000000,马里,Mali
466060000,2,加奥,Gao,466000000,马里,Mali
466090000,2,基达尔,Kidal,466000000,马里,Mali
466080000,2,锡卡索,SIKASSO,466000000,马里,Mali
466100000,2,梅纳卡区,Menaka Dineja,466000000,马里,Mali
466010000,2,巴马科,BAMAKO,466000000,马里,Mali
466030000,2,莫普提,Mopti,466000000,马里,Mali
466020000,2,通布图,Tombouctou,466000000,马里,Mali
192000000,1,古巴,Cuba,192000000,古巴,Cuba
192130000,2,关塔那摩,Guantánamo,192000000,古巴,Cuba
192020000,2,奥尔金,Holguín,192000000,古巴,Cuba
192140000,2,比亚克拉拉,Villa Clara,192000000,古巴,Cuba
192030000,2,西恩富戈斯,Cienfuegos,192000000,古巴,Cuba
192040000,2,卡马圭,Camagüey,192000000,古巴,Cuba
192150000,2,哈瓦那,La Habana,192000000,古巴,Cuba
192050000,2,拉斯图纳斯,Las Tunas,192000000,古巴,Cuba
192160000,2,格拉玛,Granma,192000000,古巴,Cuba
192100000,2,马坦萨斯,Matanzas,192000000,古巴,Cuba
192110000,2,青年岛,Isla de la Juventud,192000000,古巴,Cuba
192010000,2,古巴圣地亚哥,Santiago de Cuba,192000000,古巴,Cuba
192120000,2,圣斯皮里图斯,Sancti Spiritus,192000000,古巴,Cuba
192060000,2,玛雅贝克,Mayabeque,192000000,古巴,Cuba
192070000,2,谢戈德阿维拉,Ciego de Ávila,192000000,古巴,Cuba
192080000,2,阿尔特米萨,Artemisa,192000000,古巴,Cuba
192090000,2,比那尔德里奥,Pinar del Rio,192000000,古巴,Cuba
860000000,1,乌兹别克斯坦,Uzbekistan,860000000,乌兹别克斯坦,Uzbekistan
860070000,2,吉扎克州,Jizzax,860000000,乌兹别克斯坦,Uzbekistan
860060000,2,花拉子模,Xorazm Viloyati,860000000,乌兹别克斯坦,Uzbekistan
860090000,2,费尔干纳州,Farg'ona Viloyati,860000000,乌兹别克斯坦,Uzbekistan
860080000,2,布哈拉省,Buxoro Viloyati,860000000,乌兹别克斯坦,Uzbekistan
860140000,2,塔什干,TOSHKENT,860000000,乌兹别克斯坦,Uzbekistan
860030000,2,纳曼干省,Namangan viloyati,860000000,乌兹别克斯坦,Uzbekistan
860020000,2,撒马尔罕省,Samarqand viloyati,860000000,乌兹别克斯坦,Uzbekistan
860130000,2,苏尔汉河州,Surxondaryo Viloyati,860000000,乌兹别克斯坦,Uzbekistan
860050000,2,安集延省,Andijon,860000000,乌兹别克斯坦,Uzbekistan
860040000,2,卡什卡河州,Qashqadaryo,860000000,乌兹别克斯坦,Uzbekistan
860100000,2,纳沃伊省,Navoyi,860000000,乌兹别克斯坦,Uzbekistan
860010000,2,卡拉卡尔帕克斯坦共和国,Qaraqalpaqstan,860000000,乌兹别克斯坦,Uzbekistan
860120000,2,锡尔达力亚省-锡尔河省,Sirdaryo,860000000,乌兹别克斯坦,Uzbekistan
860110000,2,塔什干,Toshkent,860000000,乌兹别克斯坦,Uzbekistan
312000000,1,瓜德罗普(法),Guadeloupe(FR.),312000000,瓜德罗普(法),Guadeloupe(FR.)
312010000,2,瓜德罗普,Guadeloupe,312000000,瓜德罗普(法),Guadeloupe(FR.)
480000000,1,毛里求斯,Mauritius,480000000,毛里求斯,Mauritius
480020000,2,罗德里格斯岛,RODRIGUES,480000000,毛里求斯,Mauritius
480010000,2,毛里求斯,MAURITIUS,480000000,毛里求斯,Mauritius
440000000,1,立陶宛,Lithuania,440000000,立陶宛,Lithuania
440080000,2,泰尔希艾县,Telsiu Apskritis,440000000,立陶宛,Lithuania
440090000,2,乌泰纳县,Utenos Apskritis,440000000,立陶宛,Lithuania
440100000,2,维尔纽斯县,Vilniaus Apskritis,440000000,立陶宛,Lithuania
440020000,2,克莱佩达县,Klaipedos Apskritis,440000000,立陶宛,Lithuania
440030000,2,考纳斯县,Kauno Apskritis,440000000,立陶宛,Lithuania
440010000,2,阿雷图斯县,Alytaus Apskritis,440000000,立陶宛,Lithuania
440060000,2,希奥利艾县,Siauliu Apskritis,440000000,立陶宛,Lithuania
440070000,2,陶拉盖县,Taurages Apskritis,440000000,立陶宛,Lithuania
440040000,2,马里扬泊列县,Marijampoles Apskritis,440000000,立陶宛,Lithuania
440050000,2,帕涅韦日斯县,Panevezio Apskritis,440000000,立陶宛,Lithuania
531000000,1,库拉索(荷),Curacao(NETH.),531000000,库拉索(荷),Curacao(NETH.)
531010000,2,威廉斯塔德,Willemstad,531000000,库拉索(荷),Curacao(NETH.)
634000000,1,卡塔尔,Qatar,634000000,卡塔尔,Qatar
634030000,2,北部区,AL SHAMAL,634000000,卡塔尔,Qatar
634040000,2,乌姆锡拉勒,UMM SLAL,634000000,卡塔尔,Qatar
634010000,2,沙哈尼耶,AL SHAHHANIYA,634000000,卡塔尔,Qatar
634020000,2,赖扬,AL RAYYAN,634000000,卡塔尔,Qatar
634070000,2,豪尔和塔希拉,AL KHOR AND AL THAKHIRA,634000000,卡塔尔,Qatar
634080000,2,多哈,AD Dawhah,634000000,卡塔尔,Qatar
634050000,2,宰阿因自治市,AL DAAYEN,634000000,卡塔尔,Qatar
634060000,2,沃克拉,AL WAKRA,634000000,卡塔尔,Qatar
422000000,1,黎巴嫩,Lebanon,422000000,黎巴嫩,Lebanon
422080000,2,纳巴泰省,NABATIEH,422000000,黎巴嫩,Lebanon
422050000,2,南部省,SOUTH,422000000,黎巴嫩,Lebanon
422040000,2,阿卡省,AKKAR,422000000,黎巴嫩,Lebanon
422070000,2,黎巴嫩山省,MOUNT LEBANON,422000000,黎巴嫩,Lebanon
422060000,2,贝卡省,BEQAA,422000000,黎巴嫩,Lebanon
422010000,2,北部省,NORTH,422000000,黎巴嫩,Lebanon
422030000,2,贝鲁特省,Beirut,422000000,黎巴嫩,Lebanon
422020000,2,巴勒贝克-希尔米勒省,BAALBEK HERMEL,422000000,黎巴嫩,Lebanon
818000000,1,埃及,Egypt,818000000,埃及,Egypt
818070000,2,东部省,SHARQIA,818000000,埃及,Egypt
818080000,2,卢克索省,LUXOR,818000000,埃及,Egypt
818050000,2,南西奈省,SOUTH SINAI,818000000,埃及,Egypt
818270000,2,杜姆亚特省,DUMIAT,818000000,埃及,Egypt
818060000,2,米努夫省,MENOFIA,818000000,埃及,Egypt
818030000,2,阿斯旺省,ASWAN,818000000,埃及,Egypt
818250000,2,法尤姆省,Faiyum Governorate,818000000,埃及,Egypt
818040000,2,艾斯尤特省,ASYOUT,818000000,埃及,Egypt
818260000,2,北西奈省,NORTH SINAI,818000000,埃及,Egypt
818230000,2,西部省,GHARBIA,818000000,埃及,Egypt
818010000,2,开罗,El Qahira(Cairo),818000000,埃及,Egypt
818240000,2,新河谷省,EL WADI EL GEDEED,818000000,埃及,Egypt
818020000,2,亚历山大,ALEXANDRIA,818000000,埃及,Egypt
818090000,2,马特鲁省,MARSA MATROUH,818000000,埃及,Egypt
818100000,2,塞得港,PORT SAID,818000000,埃及,Egypt
818110000,2,布海拉省,BEHEIRA,818000000,埃及,Egypt
818180000,2,苏哈格,SOHAG,818000000,埃及,Egypt
818190000,2,盖卢比尤省,QALYOUBIA,818000000,埃及,Egypt
818160000,2,伊斯梅利亚省,EL ISMAILIA,818000000,埃及,Egypt
818170000,2,基纳省,QENA,818000000,埃及,Egypt
818140000,2,吉萨省,GIZA,818000000,埃及,Egypt
818150000,2,贝尼苏韦夫省,BANI SUEIF,818000000,埃及,Egypt
818120000,2,苏伊士省,EL SUEZ,818000000,埃及,Egypt
818130000,2,明亚省,EL MINYA,818000000,埃及,Egypt
818210000,2,红海省,EL BAHR EL AHMAR,818000000,埃及,Egypt
818220000,2,代盖赫利耶省,DAQAHLIA,818000000,埃及,Egypt
818200000,2,谢赫村省,KAFR EL SHEIKH,818000000,埃及,Egypt
104000000,1,缅甸,Myanmar,104000000,缅甸,Myanmar
104080000,2,若开邦,Rakhine,104000000,缅甸,Myanmar
104070000,2,钦邦,Chin,104000000,缅甸,Myanmar
104090000,2,伊洛瓦底省,Ayeyarwady,104000000,缅甸,Myanmar
104040000,2,实皆省,Sagaing Region,104000000,缅甸,Myanmar
104150000,2,克伦邦,Kayin State,104000000,缅甸,Myanmar
104140000,2,克耶邦,Kayah State,104000000,缅甸,Myanmar
104030000,2,掸邦,Shan State,104000000,缅甸,Myanmar
104060000,2,内比都,Nay Pyi Taw,104000000,缅甸,Myanmar
104160000,2,德林达依省,Tanintharyi Region,104000000,缅甸,Myanmar
104050000,2,曼德勒省,Mandalay,104000000,缅甸,Myanmar
104110000,2,勃固省,Bago Region,104000000,缅甸,Myanmar
104100000,2,仰光省,Yangon,104000000,缅甸,Myanmar
104130000,2,马圭省,Magway,104000000,缅甸,Myanmar
104020000,2,克钦邦,Kachin State,104000000,缅甸,Myanmar
104120000,2,孟邦,Mon State,104000000,缅甸,Myanmar
772000000,1,托克劳(新),Tokelau(N.Z.),772000000,托克劳(新),Tokelau(N.Z.)
772010000,2,努库诺努环礁,Nukunonu,772000000,托克劳(新),Tokelau(N.Z.)
772020000,2,阿塔富环礁,Atafu,772000000,托克劳(新),Tokelau(N.Z.)
772030000,2,法考福环礁,Fakaofo,772000000,托克劳(新),Tokelau(N.Z.)
166000000,1,科科斯群岛(澳),Cocos Islands(AUSTL.),166000000,科科斯群岛(澳),Cocos Islands(AUSTL.)
166030000,2,西岛,WEST ISLANDS,166000000,科科斯群岛(澳),Cocos Islands(AUSTL.)
166010000,2,霍姆群岛,HOME ISLANDS,166000000,科科斯群岛(澳),Cocos Islands(AUSTL.)
166020000,2,南岛,SOUTH ISLANDS,166000000,科科斯群岛(澳),Cocos Islands(AUSTL.)
705000000,1,斯洛文尼亚,Slovenia,705000000,斯洛文尼亚,Slovenia
705370000,2,莱纳尔特,LENART,705000000,斯洛文尼亚,Slovenia
705380000,2,马里博尔,MARIBOR,705000000,斯洛文尼亚,Slovenia
705390000,2,塞夫尼察,SEVNICA,705000000,斯洛文尼亚,Slovenia
705400000,2,普图伊,PTUJ,705000000,斯洛文尼亚,Slovenia
705410000,2,穆尔斯卡索博塔,MURSKA SOBOTA,705000000,斯洛文尼亚,Slovenia
705420000,2,克拉尼,KRANJ,705000000,斯洛文尼亚,Slovenia
705430000,2,佩斯尼察,Pesnica,705000000,斯洛文尼亚,Slovenia
705440000,2,赫拉斯特尼克,HRASTNIK,705000000,斯洛文尼亚,Slovenia
705450000,2,特尔日奇,TRZIC,705000000,斯洛文尼亚,Slovenia
705010000,2,耶塞尼采,JESENICE,705000000,斯洛文尼亚,Slovenia
705460000,2,皮兰,PIRAN,705000000,斯洛文尼亚,Slovenia
705020000,2,科佩尔,KOPER,705000000,斯洛文尼亚,Slovenia
705030000,2,柳托梅尔,LJUTOMER,705000000,斯洛文尼亚,Slovenia
705470000,2,当姆萨尼,DOMZALE,705000000,斯洛文尼亚,Slovenia
705260000,2,斯洛文尼亚科尼采,SLOVENSKE KONJICE,705000000,斯洛文尼亚,Slovenia
705270000,2,采尔克尼察,CERKNICA,705000000,斯洛文尼亚,Slovenia
705280000,2,伊利尔斯卡比斯特里察,ILIRSKA BISTRICA,705000000,斯洛文尼亚,Slovenia
705290000,2,采列,CELJE,705000000,斯洛文尼亚,Slovenia
705300000,2,德拉沃格勒,DRAVOGRAD,705000000,斯洛文尼亚,Slovenia
705310000,2,波斯托伊纳,POSTOJNA,705000000,斯洛文尼亚,Slovenia
705320000,2,莫济列,MOZIRJE,705000000,斯洛文尼亚,Slovenia
705330000,2,克尔什科,KRSKO,705000000,斯洛文尼亚,Slovenia
705340000,2,新梅斯托,NOVO MESTO,705000000,斯洛文尼亚,Slovenia
705350000,2,格罗苏普列,GROSUPLJE,705000000,斯洛文尼亚,Slovenia
705360000,2,布雷日采,BREZICE,705000000,斯洛文尼亚,Slovenia
705150000,2,洛加泰克,LOGATEC,705000000,斯洛文尼亚,Slovenia
705160000,2,特尔博夫列,TRBOVLJE,705000000,斯洛文尼亚,Slovenia
705170000,2,梅特利卡,METLIKA,705000000,斯洛文尼亚,Slovenia
705180000,2,采列附近申特尤尔,Sentjur pri Celju,705000000,斯洛文尼亚,Slovenia
705190000,2,斯洛文尼亚格拉代茨,SLOVENJ GRADEC,705000000,斯洛文尼亚,Slovenia
705200000,2,伊佐拉,IZOLA,705000000,斯洛文尼亚,Slovenia
705210000,2,上拉德戈纳,GORNJA RADGONA,705000000,斯洛文尼亚,Slovenia
705220000,2,拉多夫利察,RADOVLJICA,705000000,斯洛文尼亚,Slovenia
705230000,2,特雷布涅,TREBNJE,705000000,斯洛文尼亚,Slovenia
705240000,2,伊德里亚,IDRIJA,705000000,斯洛文尼亚,Slovenia
705250000,2,卢布尔雅那,LJUBLJANA,705000000,斯洛文尼亚,Slovenia
705040000,2,奇尔诺梅利,CRNOMELJ,705000000,斯洛文尼亚,Slovenia
705480000,2,拉什科,LASKO,705000000,斯洛文尼亚,Slovenia
705050000,2,鲁塞,RUSE,705000000,斯洛文尼亚,Slovenia
705490000,2,新戈里察,NOVA GORICA,705000000,斯洛文尼亚,Slovenia
705060000,2,里布尼察,RIBNICA,705000000,斯洛文尼亚,Slovenia
705070000,2,奥尔莫日,ORMOZ,705000000,斯洛文尼亚,Slovenia
705080000,2,利蒂亚,LITIJA,705000000,斯洛文尼亚,Slovenia
705090000,2,德拉瓦河畔拉德列,RADLJE OB DRAVI,705000000,斯洛文尼亚,Slovenia
705500000,2,萨瓦河畔扎戈列,ZAGORJE OB SAVI,705000000,斯洛文尼亚,Slovenia
705510000,2,科切维,KOCEVJE,705000000,斯洛文尼亚,Slovenia
705520000,2,阿伊多夫什契纳,AJDOVSCINA,705000000,斯洛文尼亚,Slovenia
705530000,2,扎莱茨,ZALEC,705000000,斯洛文尼亚,Slovenia
705540000,2,伦达瓦,LENDAVA,705000000,斯洛文尼亚,Slovenia
705100000,2,斯洛文尼亚比斯特里察,SLOVENSKA BISTRICA,705000000,斯洛文尼亚,Slovenia
705550000,2,拉夫内纳科罗什凯姆,RAVNE NA KOROSKEM,705000000,斯洛文尼亚,Slovenia
705110000,2,弗尔赫尼卡,VRHNIKA,705000000,斯洛文尼亚,Slovenia
705120000,2,耶尔沙赫附近什马列,SMARJE PRI JELSAH,705000000,斯洛文尼亚,Slovenia
705560000,2,什科菲亚洛卡,SKOFJA LOKA,705000000,斯洛文尼亚,Slovenia
705130000,2,韦莱涅,VELENJE,705000000,斯洛文尼亚,Slovenia
705570000,2,托尔明,TOLMIN,705000000,斯洛文尼亚,Slovenia
705140000,2,塞扎纳,SEZANA,705000000,斯洛文尼亚,Slovenia
705580000,2,卡姆尼克,KAMNIK,705000000,斯洛文尼亚,Slovenia
148000000,1,乍得,Chad,148000000,乍得,Chad
148150000,2,瓦达伊,Ouaddaï,148000000,乍得,Chad
148040000,2,博尔库,Borkou,148000000,乍得,Chad
148140000,2,芒杜尔,Mandoul,148000000,乍得,Chad
148030000,2,东洛贡河,Logone Oriental,148000000,乍得,Chad
148170000,2,东恩内迪,Ennedi Est,148000000,乍得,Chad
148060000,2,沙里-巴吉尔米,Chari-Baguirmi,148000000,乍得,Chad
148050000,2,中沙里,Moyen-Chari,148000000,乍得,Chad
148160000,2,哈杰尔-拉密,Hadjer-Lamis,148000000,乍得,Chad
148080000,2,希莱,Sila,148000000,乍得,Chad
148190000,2,提贝斯提,Tibesti,148000000,乍得,Chad
148180000,2,西凯比河区,Mayo-Kebbi Ouest,148000000,乍得,Chad
148070000,2,瓦迪菲拉,Wadi Fira,148000000,乍得,Chad
148090000,2,西洛贡河,Logone Occidental,148000000,乍得,Chad
148200000,2,东凯比河区,Mayo-Kebbi Est,148000000,乍得,Chad
148220000,2,西恩内迪,Ennedi Ouest,148000000,乍得,Chad
148110000,2,巴塔,Batha,148000000,乍得,Chad
148100000,2,卡内姆,Kanem,148000000,乍得,Chad
148210000,2,加扎勒河区,Barh el Gazel,148000000,乍得,Chad
148020000,2,盖拉区,Guéra,148000000,乍得,Chad
148130000,2,萨拉马,Salamat,148000000,乍得,Chad
148120000,2,坦吉莱区,Tandjilé,148000000,乍得,Chad
148230000,2,莱卡,Lac,148000000,乍得,Chad
148010000,2,恩贾梅纳,N'DJAMENA,148000000,乍得,Chad
535000000,1,圣尤斯特歇斯,Sint Eustatius,535000000,圣尤斯特歇斯,Sint Eustatius
535030000,2,薩巴,SABA,535000000,圣尤斯特歇斯,Sint Eustatius
535010000,2,圣尤斯特歇斯,SINT EUSTATIUS,535000000,圣尤斯特歇斯,Sint Eustatius
535020000,2,波内赫,BONAIRE,535000000,圣尤斯特歇斯,Sint Eustatius
188000000,1,哥斯达黎加,Costa Rica,188000000,哥斯达黎加,Costa Rica
188070000,2,利蒙省,LIMON,188000000,哥斯达黎加,Costa Rica
188030000,2,蓬塔雷纳斯,Puntarenas,188000000,哥斯达黎加,Costa Rica
188040000,2,埃雷迪亚,Heredia,188000000,哥斯达黎加,Costa Rica
188050000,2,圣何塞,SAN JOSE,188000000,哥斯达黎加,Costa Rica
188060000,2,瓜纳卡斯特,Guanacaste,188000000,哥斯达黎加,Costa Rica
188010000,2,阿拉胡埃拉,ALAJUELA,188000000,哥斯达黎加,Costa Rica
188020000,2,卡塔戈,Cartago,188000000,哥斯达黎加,Costa Rica
612000000,1,皮特凯恩群岛(英),Pitcairn Islands(U.K.),612000000,皮特凯恩群岛(英),Pitcairn Islands(U.K.)
612010000,2,皮特凯恩,Pitcairn,612000000,皮特凯恩群岛(英),Pitcairn Islands(U.K.)
404000000,1,肯尼亚,Kenya,404000000,肯尼亚,Kenya
404180000,2,埃尔格约-马拉奎特,ELGEYO-MARAKWET,404000000,肯尼亚,Kenya
404170000,2,莱基皮亚,Laikipia County,404000000,肯尼亚,Kenya
404390000,2,特兰斯-恩佐亚,TRANS NZOIA,404000000,肯尼亚,Kenya
404380000,2,米戈利,MIGORI,404000000,肯尼亚,Kenya
404160000,2,霍马湾,HOMA BAY,404000000,肯尼亚,Kenya
404150000,2,梅鲁,Meru,404000000,肯尼亚,Kenya
404370000,2,布西阿,BUSIA,404000000,肯尼亚,Kenya
404140000,2,西波克特郡,WEST POKOT,404000000,肯尼亚,Kenya
404360000,2,巴林戈,Baringo County,404000000,肯尼亚,Kenya
404130000,2,年达鲁阿,NYANDARUA,404000000,肯尼亚,Kenya
404350000,2,马查科斯,Machakos,404000000,肯尼亚,Kenya
404120000,2,泰塔塔维塔,Taita-Taveta County,404000000,肯尼亚,Kenya
404340000,2,伊西奥洛,ISIOLO,404000000,肯尼亚,Kenya
404110000,2,图尔卡纳,TURKANA,404000000,肯尼亚,Kenya
404330000,2,基苏木,KISUMU,404000000,肯尼亚,Kenya
404320000,2,涅里,Nyeri County,404000000,肯尼亚,Kenya
404100000,2,马瓜尼,MAKUENI,404000000,肯尼亚,Kenya
404310000,2,瓦辛基苏,UASIN GISHU,404000000,肯尼亚,Kenya
404300000,2,基图伊,KITUI,404000000,肯尼亚,Kenya
404090000,2,卡贾多,Kajiado,404000000,肯尼亚,Kenya
404080000,2,萨拉卡尼蒂,Tharaka-Nithi County,404000000,肯尼亚,Kenya
404290000,2,瓦吉尔,WAJIR,404000000,肯尼亚,Kenya
404070000,2,基西,KISII,404000000,肯尼亚,Kenya
404060000,2,拉穆,LAMU,404000000,肯尼亚,Kenya
404280000,2,南迪,NANDI,404000000,肯尼亚,Kenya
404270000,2,奔戈马,BUNGOMA,404000000,肯尼亚,Kenya
404050000,2,基安布,Kiambu,404000000,肯尼亚,Kenya
404040000,2,内罗毕,NAIROBI,404000000,肯尼亚,Kenya
404260000,2,纳库鲁,Nakuru,404000000,肯尼亚,Kenya
404470000,2,基利菲,Kilifi,404000000,肯尼亚,Kenya
404030000,2,凯里乔,KERICHO,404000000,肯尼亚,Kenya
404250000,2,基里尼亚加,KIRINYAGA,404000000,肯尼亚,Kenya
404240000,2,加里萨,GARISSA,404000000,肯尼亚,Kenya
404020000,2,夸勒,KWALE,404000000,肯尼亚,Kenya
404460000,2,桑布卢,SAMBURU,404000000,肯尼亚,Kenya
404450000,2,蒙巴萨,MOMBASA,404000000,肯尼亚,Kenya
404230000,2,恩亚米拉,NYAMIRA,404000000,肯尼亚,Kenya
404010000,2,马萨比特,MARSABIT,404000000,肯尼亚,Kenya
404440000,2,塔纳河,TANA RIVER,404000000,肯尼亚,Kenya
404220000,2,曼德拉,MANDERA,404000000,肯尼亚,Kenya
404210000,2,卡卡梅加,KAKAMEGA,404000000,肯尼亚,Kenya
404430000,2,韦希加,VIHIGA,404000000,肯尼亚,Kenya
404200000,2,博美特,BOMET,404000000,肯尼亚,Kenya
404420000,2,夏亚,SIAYA,404000000,肯尼亚,Kenya
404410000,2,纳罗克,Narok,404000000,肯尼亚,Kenya
404400000,2,穆拉雅,MURANG'A,404000000,肯尼亚,Kenya
404190000,2,恩布,EMBU,404000000,肯尼亚,Kenya
028000000,1,安提瓜和巴布达,Antigua And Barbuda,028000000,安提瓜和巴布达,Antigua And Barbuda
028030000,2,巴布达岛,Barbuda,028000000,安提瓜和巴布达,Antigua And Barbuda
028020000,2,雷东达岛,Redonda,028000000,安提瓜和巴布达,Antigua And Barbuda
028010000,2,安提瓜,Antigua,028000000,安提瓜和巴布达,Antigua And Barbuda
795000000,1,土库曼斯坦,Turkmenistan,795000000,土库曼斯坦,Turkmenistan
795050000,2,巴尔坎州,Balkan,795000000,土库曼斯坦,Turkmenistan
795060000,2,阿什哈巴德,Ashgabat,795000000,土库曼斯坦,Turkmenistan
795010000,2,阿哈尔州,Ahal,795000000,土库曼斯坦,Turkmenistan
795020000,2,达沙古州,Tashauz,795000000,土库曼斯坦,Turkmenistan
795030000,2,莱巴普州,Lebap,795000000,土库曼斯坦,Turkmenistan
795040000,2,马雷州,Mary,795000000,土库曼斯坦,Turkmenistan
140000000,1,中非,Central Africa,140000000,中非,Central Africa
